year,n,wr_pct,start_bal,end_bal,ret_pct,max_dd_pct
2019,86,93.02325581395348,5000.0,6208.15549063512,24.163109812702398,12.970699188940646
2020,510,93.52941176470588,6208.15549063512,21198.088594609333,241.45550359661948,14.223029253565056
2021,703,96.15931721194879,21198.088594609333,309416.9183243375,1359.6453682292004,16.419838340440027
2022,443,95.71106094808127,309416.9183243375,1692339.1511198643,446.94460803397885,10.661070585181818
2023,354,94.35028248587571,1692339.1511198643,4735014.880392217,179.79113272058592,8.25715943068433
2024,533,95.68480300187618,4735014.880392217,39506713.16886506,734.3524606958065,13.346093244790397
2025,351,92.5925925925926,39506713.16886506,73614020.05829078,86.3329397807394,26.539615277299905
2026,148,96.62162162162163,73614020.05829078,144049795.3092768,95.6825550285284,8.1965984631616
