open_ts,side,open_px,exit_px,reason,pnl_usd,win,adx_15m,rsi_15m_14,atr_pct_rank_15m,atr_expand_15m,vol_z_50_15m,bb_pctb_15m,bb_squeeze_15m,price_vs_ema200_15m_pct,hour_utc,h1_adx,h1_ema50_slope,h1_price_vs_ema200_pct,h1_rsi_14,h4_adx,h4_ema50_slope,h4_price_vs_ema200_pct,h4_di_diff,d1_ema20_slope,d1_ema50_slope,d1_price_vs_ema50_pct,today_change_pct
2026-05-14 05:24:03,LONG,79544.7,80377.12,TP,136.7,True,34.80564921706465,49.749169787324554,0.79,1.1757172635818063,1.015290513593869,0.7159935388275337,0,-0.7815173305653406,5,41.90311551408304,0.36112334968844506,1.3293414350875645,54.50308105545901,27.30003950488416,1.4516451885733799,8.117394201492061,12.19537141844069,4.269105498850431,3.4294370931242275,3.9138271738354815,0.32350337124565826
2026-05-14 16:11:03,SHORT,81458.4,81170.02,TRAIL,61.57,True,47.28039430857789,89.49064845837383,0.97,1.6319523202427852,2.724484610880586,0.9786375417908518,0,1.7600850673966593,16,41.90311551408304,0.36112334968844506,1.3293414350875645,54.50308105545901,27.30003950488416,1.4516451885733799,8.117394201492061,12.19537141844069,4.269105498850431,3.4294370931242275,3.9138271738354815,2.737103377299519
2026-05-15 02:00:03,LONG,81088.1,77033.7,SL,-700.97,False,14.46483594761023,35.613148546555195,0.798,0.9196436993814626,0.284216772651393,-0.1550286934855065,0,0.4770773098504946,2,41.90311551408304,0.36112334968844506,1.3293414350875645,54.50308105545901,27.30003950488416,1.4516451885733799,8.117394201492061,12.19537141844069,3.9184407190152974,3.3158462659779384,3.2036795454231735,0.04848930520871735
2026-05-17 23:43:03,LONG,77103.8,77718.52,TP,100.42,True,42.97820301145057,14.542718827684922,0.912,1.9362286460066611,6.736773911075011,-0.30956598149816283,0,-1.5737978740172602,23,41.90311551408304,0.36112334968844506,1.3293414350875645,54.50308105545901,27.30003950488416,1.4516451885733799,8.117394201492061,12.19537141844069,2.5593280699878673,2.774123867390636,0.9429215306474299,-1.2809794083040242
2026-05-18 12:46:03,SHORT,77724.0,76946.76,TP,44.04,True,27.747747606287184,69.83937421627809,0.752,0.9421891656604319,0.709302764865952,0.9845681635957713,0,-0.3226678345348122,12,41.90311551408304,0.36112334968844506,1.3293414350875645,54.50308105545901,27.30003950488416,1.4516451885733799,8.117394201492061,12.19537141844069,1.7584596397703731,2.424133901110855,0.320717334537712,0.37917923709551526
2026-05-18 13:37:03,SHORT,76853.2,76428.15,TRAIL,23.67,True,31.063539256923942,50.87871933182519,0.868,1.155322435123019,4.371875784446865,0.28017601435745054,0,-1.3433902397451687,13,41.90311551408304,0.36112334968844506,1.3293414350875645,54.50308105545901,27.30003950488416,1.4516451885733799,8.117394201492061,12.19537141844069,1.7584596397703731,2.424133901110855,0.320717334537712,-0.7454436500392574
2026-05-18 14:40:03,LONG,76493.5,77103.38,TP,104.76,True,27.332610800783268,45.058014611087174,0.956,1.584743577795357,2.675060673265607,0.11636889497960999,0,-1.7137868696059204,14,41.90311551408304,0.36112334968844506,1.3293414350875645,54.50308105545901,27.30003950488416,1.4516451885733799,8.117394201492061,12.19537141844069,1.7584596397703731,2.424133901110855,0.320717334537712,-1.2099898747778577
2026-05-19 14:31:03,LONG,76400.0,76827.04,TRAIL,24.57,True,21.47307718518238,34.10918324164227,0.836,1.3301738270274688,2.3173036453842326,0.0036263622671806385,0,-0.9726900942861334,14,41.90311551408304,0.36112334968844506,1.3293414350875645,54.50308105545901,27.30003950488416,1.4516451885733799,8.117394201492061,12.19537141844069,1.0077058039103217,2.0758181282494457,0.10362342209642149,-0.7317783044364022
2026-05-20 01:51:03,LONG,76831.3,77273.64,TRAIL,25.51,True,25.134610892234182,55.015525853922185,0.676,1.03614407863359,-0.028158405072825864,0.5345673172251487,0,-0.316513041046939,1,41.90311551408304,0.36112334968844506,1.3293414350875645,54.50308105545901,27.30003950488416,1.4516451885733799,8.117394201492061,12.19537141844069,0.5862916101284591,1.8515872674219318,0.9888080955683116,0.04075520833333712
2026-05-20 08:50:04,SHORT,77444.2,77121.54,TRAIL,18.09,True,73.56182723558996,69.50945392040265,0.258,0.8774545991436536,0.3150645123470084,0.7713063173401604,0,0.5093633401203763,8,41.90311551408304,0.36112334968844506,1.3293414350875645,54.50308105545901,27.30003950488416,1.4516451885733799,8.117394201492061,12.19537141844069,0.5862916101284591,1.8515872674219318,0.9888080955683116,0.8388020833333296
