feature,bucket,train_n,oos_n,train_mean_bps,oos_mean_bps,train_excess_bps,oos_excess_bps,train_wr_pct,oos_wr_pct,train_sharpe_ish,oos_sharpe_ish,train_range_low,train_range_high
atr_pct_rank_500,4,18254,17542,1.21427050418595,7.914783454052785,0.2659557985006573,6.318125823438384,51.96121398049742,54.315357427887356,0.007683036782768562,0.06227954924279915,0.802,1.0
vol_z_50,0,18356,18459,2.121334087817073,1.4225239334529014,1.0691641751534375,-0.17413369716149907,50.40858574852909,50.97784278671651,0.017503806054826255,0.016470935764268918,-1.8310969366509273,-0.6800904545638607
vol_z_50,1,18356,15864,0.5289862091899156,2.187413814780466,-0.5231837034737201,0.5907561841660656,50.09806057964698,50.7816439737771,0.004812667529207989,0.023978513805349867,-0.6800904545638607,-0.4565104784505707
vol_z_50,2,18355,15949,-0.3907582348448915,1.10556239766297,-1.4429281475085272,-0.4910952329514304,49.95369109234541,51.376261834597784,-0.0032718424855372823,0.011230221489340242,-0.4565104784505707,-0.1540496782864488
vol_z_50,3,18356,16421,1.6176859557375518,2.5765135138399664,0.5655160430739161,0.9798558832255659,50.757245587273914,51.525485658607884,0.012042788784562067,0.023672296276354903,-0.1540496782864488,0.5045965633045884
vol_z_50,4,18356,17141,1.3835229374349012,0.7769997879161507,0.3313530247712655,-0.8196578426982498,50.11440400958814,51.36806487369465,0.009160079430931082,0.006381636593315674,0.5045965633045884,6.855239176967947
stoch_k_14,0,18363,18448,2.148762382952208,0.6730102715497047,1.124733277072058,-0.9236473590646957,55.07814627239558,53.58304423243712,0.015492406865453756,0.006339806855564383,0.0,25.425150778646554
stoch_k_14,1,18363,14859,1.0765940680241939,2.2898149967497297,0.05256496214404405,0.6931573661353292,53.16124816206502,52.284810552527084,0.008723091492260332,0.022625722427929398,25.425150778646554,42.74927114526216
stoch_k_14,2,18363,15029,-0.16995070805898688,4.054848888432896,-1.1939798139391367,2.4581912578184957,50.0353972662419,52.37873444673631,-0.0013888686973707674,0.041207911348096156,42.74927114526216,59.78442874858446
stoch_k_14,3,18363,15757,-1.1560222322202263,2.6510045731203795,-2.180051338100376,1.054346942505979,47.15460436747808,50.606079837532526,-0.009573920821620722,0.026807550141597226,59.78442874858446,76.65938927002114
stoch_k_14,4,18363,19744,3.2207620187035624,-0.7745781883787236,2.1967329128234123,-2.371235818993124,45.8803027827697,47.7461507293355,0.02383913739501687,-0.007455577342605495,76.65938927002114,100.0
adx_14,0,18361,19203,-0.430165589740657,2.911786678328263,-1.4193290964584704,1.3151290477138626,49.414519906323186,51.18991824194137,-0.003489006587089658,0.030572847192841427,3.65103043362875,22.599577054739484
adx_14,1,18360,16230,2.0054865870241296,-0.5155757614355697,1.0163230803063161,-2.11223339204997,49.651416122004356,50.37584719654959,0.015632197837613115,-0.00504539285449729,22.599577054739484,30.22466053116648
adx_14,2,18360,17006,3.7011603761256895,0.061554968292576104,2.711996869407876,-1.5351026623218245,50.98039215686274,50.817358579324946,0.029306894997155348,0.000619023042347288,30.22466053116648,38.82442885637054
adx_14,3,18360,16583,1.0868223953570455,2.797069030423914,0.097658888639232,1.2004113998095136,50.789760348583876,51.45028040764639,0.008575759098352835,0.026190814300563945,38.82442885637054,50.77823873393157
adx_14,4,18361,14815,-1.4172778598795888,2.624444230825366,-2.4064413665974023,1.0277866002109655,50.46021458526224,52.29159635504557,-0.010451219021405531,0.024363818123963817,50.77823873393157,99.01434915511233
di_diff,0,18363,15776,1.1114203764576742,-0.44172277570477997,0.08739127057752438,-2.0383804063191806,56.45047105592768,53.35319472616633,0.00818357798776894,-0.004129787394970021,-78.06862076800712,-17.222370562602567
di_diff,1,18363,17041,3.1895974504293476,2.3772710964734087,2.1655683445491976,0.7806134658590083,54.37020094755759,53.43583123056158,0.025344557753987414,0.023548754027698543,-17.222370562602567,-5.632991484388945
