i,ts,side,entry_px,fwd_close,adx_14,bb_width_rank,atr_rank,dist_from_mid,year,signed_ret,adx_bucket
24027,2022-01-30 01:45:00,LONG,37916.8,38122.67,39.915213824655005,0.515,0.116,-0.0022280717035419485,2022,0.005429519368722976,Q3
24160,2022-01-31 11:00:00,SHORT,37191.69,37678.16,39.78232165712872,0.28,0.004,-0.0063668180603793124,2022,-0.013080072457046215,Q3
24184,2022-01-31 17:00:00,SHORT,38423.07,38421.01,52.51421546310623,0.955,0.766,0.02056017424101569,2022,5.361362327366532e-05,HIGH
24218,2022-02-01 01:30:00,LONG,38264.19,38571.0,26.806512912171975,0.165,0.356,0.01085359827513265,2022,0.008018201874912227,Q2
24254,2022-02-01 10:30:00,LONG,38207.81,38552.29,22.105212282398053,0.745,0.688,-0.008477857504314377,2022,0.009015957732201957,LOW
24315,2022-02-02 01:45:00,LONG,38425.01,38404.67,29.101863792064144,0.425,0.516,-0.007505119063839168,2022,-0.0005293427379720599,Q2
24339,2022-02-02 07:45:00,LONG,38268.32,38473.75,37.23590828392581,0.54,0.23,-0.006764523819102192,2022,0.005368147857026394,Q3
24387,2022-02-02 19:45:00,SHORT,37538.91,36892.03,46.27190154402912,0.525,0.404,-0.00923334762957333,2022,0.017232253147467645,Q3
24450,2022-02-03 11:30:00,LONG,36687.63,36836.54,44.956573439051795,0.89,0.662,0.00013589532597753804,2022,0.004058861256505354,Q3
24500,2022-02-04 00:00:00,SHORT,37210.33,37303.55,22.797602994362993,0.815,0.732,0.011159888748941913,2022,-0.0025052183090018593,LOW
24568,2022-02-04 17:00:00,SHORT,40363.8,40442.2,49.74779602024853,1.0,0.998,0.03520905420012063,2022,-0.0019423344680132735,Q3
24592,2022-02-04 23:00:00,SHORT,40617.35,41378.96,29.066598169541983,0.205,0.4,0.03941925889075577,2022,-0.018750854006969943,Q2
24810,2022-02-07 05:30:00,SHORT,42709.99,42266.57,67.90196582830443,0.965,0.81,0.01115586198275611,2022,0.010382114348422893,HIGH
24842,2022-02-07 13:30:00,SHORT,42728.79,43922.44,32.46086352388091,0.62,0.484,0.007321736664308113,2022,-0.02793549735435994,Q2
24866,2022-02-07 19:30:00,SHORT,44414.9,43853.73,74.9004643320411,0.88,0.94,0.024059161540018824,2022,0.012634723932734246,HIGH
24935,2022-02-08 12:45:00,LONG,43445.93,43009.26,40.35478702113718,0.62,0.86,-0.020643036818480134,2022,-0.01005088393780495,Q3
24959,2022-02-08 18:45:00,LONG,42963.29,44041.89,25.21738934173792,0.62,0.842,-0.0209423892873412,2022,0.025105153725424625,LOW
25096,2022-02-10 05:00:00,LONG,43769.03,44152.09,52.7218360561527,0.475,0.4,-0.00926965688099777,2022,0.008751850338012922,HIGH
25120,2022-02-10 11:00:00,SHORT,44750.0,44839.02,71.2106683724052,0.74,0.442,0.013500161876925276,2022,-0.0019892737430166883,HIGH
25165,2022-02-10 22:15:00,LONG,43976.01,42960.02,63.34001563085776,0.84,0.952,-0.011602475308609929,2022,-0.023103278355630835,HIGH
25262,2022-02-11 22:30:00,LONG,42317.3,42419.89,47.63382487863255,0.685,0.902,-0.015259678419418806,2022,0.0024243040080533613,Q3
25286,2022-02-12 04:30:00,LONG,42302.61,42277.77,21.013280272767705,0.015,0.002,-0.011785540791525068,2022,-0.0005871978111989729,LOW
25310,2022-02-12 10:30:00,SHORT,42170.7,41986.09,31.19123408007565,0.315,0.168,0.0010063305419004348,2022,0.004377684031804087,Q2
25334,2022-02-12 16:30:00,LONG,42615.75,42603.37,43.172465334072704,0.52,0.59,0.008374817787641105,2022,-0.0002905029243882222,Q3
25481,2022-02-14 05:15:00,SHORT,41861.15,42127.33,48.92507168370774,0.46,0.118,-0.0033415473256907147,2022,-0.006358640410022187,Q3
25505,2022-02-14 11:15:00,SHORT,42219.99,42453.6,24.97015920423899,0.285,0.234,0.0061242046564830436,2022,-0.00553316095053553,LOW
25553,2022-02-14 23:15:00,SHORT,42669.99,43601.78,47.2886856918256,0.93,0.348,0.007899624795281357,2022,-0.021837127217512846,Q3
25600,2022-02-15 11:00:00,SHORT,44198.6,44180.3,80.12211011279916,0.795,0.486,0.01863293056494534,2022,0.00041404026371866156,HIGH
25624,2022-02-15 17:00:00,LONG,44107.6,44107.4,14.175592744263076,0.085,0.208,0.0040759369476114195,2022,-4.534365959541884e-06,LOW
25659,2022-02-16 01:45:00,LONG,43987.2,44044.9,38.23698291674844,0.62,0.666,-0.007363444548501087,2022,0.0013117452349775474,Q3
25683,2022-02-16 07:45:00,LONG,44165.5,44160.6,21.282022383114885,0.32,0.132,-0.0010901598373354207,2022,-0.00011094632688413932,LOW
25758,2022-02-17 02:30:00,LONG,44000.0,43817.0,28.17566749390276,0.275,0.336,0.003938175661800576,2022,-0.004159090909090909,Q2
25783,2022-02-17 08:45:00,LONG,43461.4,43207.5,33.79138617696486,0.565,0.374,-0.006744140870499207,2022,-0.005841965514226451,Q2
25807,2022-02-17 14:45:00,LONG,41919.9,41265.0,64.88062968864794,1.0,1.0,-0.024324450133829827,2022,-0.015622651771593,HIGH
25831,2022-02-17 20:45:00,LONG,40865.6,40545.0,76.2135160130517,0.94,0.984,-0.03105831584687796,2022,-0.007845229239262327,HIGH
25893,2022-02-18 12:15:00,LONG,40397.2,40148.1,33.0353854260888,0.625,0.854,-0.002525957110581684,2022,-0.006166268949333087,Q2
25945,2022-02-19 01:15:00,SHORT,40201.8,40208.0,40.587577098288854,0.29,0.328,0.002477404747091657,2022,-0.0001542219502608612,Q3
25980,2022-02-19 10:00:00,LONG,39936.2,39888.1,39.70985589156287,0.51,0.102,-0.0034809123733334666,2022,-0.0012044210515772295,Q3
26020,2022-02-19 20:00:00,LONG,40011.8,40031.7,16.992598944800818,0.175,0.398,0.0008980410697445575,2022,0.0004973532807820238,LOW
26051,2022-02-20 03:45:00,LONG,39778.1,38770.4,36.832244416442286,0.41,0.128,-0.005569874677819822,2022,-0.025333035011727487,Q2
26075,2022-02-20 09:45:00,LONG,38160.0,38184.8,94.29441496963558,0.975,0.878,-0.021839434020301446,2022,0.0006498951781971412,HIGH
26185,2022-02-21 13:15:00,LONG,37384.1,38787.1,78.93539707523186,0.995,0.97,-0.024947444745256987,2022,0.03752932396393119,HIGH
26242,2022-02-22 03:30:00,LONG,36550.0,36781.5,29.693253263346985,0.55,0.836,-0.032209805263666486,2022,0.006333789329685363,Q2
26267,2022-02-22 09:45:00,SHORT,37112.5,37824.9,38.9289498455755,0.39,0.642,-0.003347463487404224,2022,-0.01919568878410243,Q3
26323,2022-02-22 23:45:00,SHORT,38212.0,37730.4,21.737155325289795,0.145,0.488,0.00943072249372606,2022,0.012603370668899784,LOW
26350,2022-02-23 06:30:00,SHORT,37963.3,38856.8,31.49452053194613,0.215,0.376,-0.00031336240493780624,2022,-0.023535888608208454,Q2
26401,2022-02-23 19:15:00,LONG,37724.8,37258.0,48.185846378472924,0.85,0.624,-0.018363018956297657,2022,-0.012373823055390695,Q3
26425,2022-02-24 01:15:00,LONG,36679.7,34609.5,59.010018690792,0.79,0.876,-0.032835860250494474,2022,-0.05643993816743314,HIGH
26449,2022-02-24 07:15:00,LONG,34610.1,34991.7,67.59853921167442,0.92,0.91,-0.04081446007516058,2022,0.011025683254310116,HIGH
26568,2022-02-25 13:00:00,SHORT,39315.7,38995.0,30.428559593473754,0.66,0.69,0.013450568259442927,2022,0.008157046676009765,Q2
26593,2022-02-25 19:15:00,LONG,38819.1,39379.7,27.130282454574978,0.44,0.538,-0.001427667422944545,2022,0.014441344595830366,Q2
26650,2022-02-26 09:30:00,LONG,38881.4,39124.0,41.356210836651016,0.28,0.264,-0.015695646230260013,2022,0.006239487261261131,Q3
26711,2022-02-27 00:45:00,LONG,38766.5,38530.5,31.078220237911648,0.715,0.28,-0.010919899475691743,2022,-0.00608773038577122,Q2
26735,2022-02-27 06:45:00,LONG,38757.2,39349.6,30.052662743795477,0.02,0.008,-0.004464308648634839,2022,0.01528490190209823,Q2
26759,2022-02-27 12:45:00,SHORT,39733.7,39071.5,74.31726099296256,0.905,0.28,0.01841328914554019,2022,0.016665953585998716,HIGH
26790,2022-02-27 20:30:00,LONG,37743.2,37618.0,43.93937539525966,1.0,0.708,-0.021224454866428103,2022,-0.0033171538184360917,Q3
26814,2022-02-28 02:30:00,LONG,37777.1,37786.8,15.14504027405587,0.605,0.586,-0.01084151694829812,2022,0.00025676931262601856,LOW
26876,2022-02-28 18:00:00,SHORT,41288.4,41693.0,79.02368136418264,0.975,0.866,0.046505261877243215,2022,-0.009799362532817898,HIGH
26900,2022-03-01 00:00:00,SHORT,43355.6,43268.9,67.0279282089868,0.93,0.924,0.05447027921003985,2022,0.0019997416712027303,HIGH
26929,2022-03-01 07:15:00,SHORT,43400.7,43560.1,23.212123719225065,0.19,0.084,0.01711252504657778,2022,-0.0036727518219752554,LOW
26953,2022-03-01 13:15:00,LONG,44500.0,43474.6,27.94213832404311,0.75,0.778,0.01481863252619151,2022,-0.023042696629213516,Q2
26983,2022-03-01 20:45:00,SHORT,44056.3,44259.0,28.372148647075317,0.315,0.348,0.004700092587947281,2022,-0.0046009310813662765,Q2
27007,2022-03-02 02:45:00,LONG,44212.2,43920.0,34.37758258508685,0.34,0.568,0.005438558389740856,2022,-0.006609035515084007,Q2
27074,2022-03-02 19:30:00,LONG,43704.7,43924.9,32.41494189823668,0.64,0.43,-0.014227876081244215,2022,0.005038359718748884,Q2
27117,2022-03-03 06:15:00,LONG,43155.1,43200.0,61.69348354268872,0.73,0.286,-0.010238179879132631,2022,0.001040433228054192,HIGH
27149,2022-03-03 14:15:00,SHORT,43808.4,42401.4,31.16771975024796,0.735,0.278,0.007807863074834973,2022,0.03211712822198482,Q2
27173,2022-03-03 20:15:00,LONG,42240.0,42187.9,62.670456857474505,0.225,0.448,-0.018602181890840435,2022,-0.0012334280303029957,HIGH
27197,2022-03-04 02:15:00,LONG,41431.4,41418.3,34.50880488018782,0.95,0.624,-0.026632209561846552,2022,-0.00031618530872716213,Q2
27223,2022-03-04 08:45:00,LONG,41569.3,41501.9,25.521186464624638,0.07,0.416,-0.004328143712574781,2022,-0.0016213888614915683,LOW
27248,2022-03-04 15:00:00,LONG,40768.2,40197.0,14.983372322495553,0.685,0.872,-0.011650050001515267,2022,-0.014010920276097476,LOW
27272,2022-03-04 21:00:00,LONG,39343.9,39027.5,57.31532332317489,0.98,0.762,-0.027511960244160662,2022,-0.008041907385897214,HIGH
27425,2022-03-06 11:15:00,LONG,38199.8,38741.7,80.25344027306824,0.94,0.782,-0.017317932755382837,2022,0.014185938146272864,HIGH
27474,2022-03-06 23:30:00,LONG,38378.6,37856.7,20.51439251362775,0.775,0.87,-0.008689138576779065,2022,-0.01359872428905696,LOW
27498,2022-03-07 05:30:00,LONG,38074.2,38203.8,60.276122396864835,0.785,0.78,-0.008224808836687728,2022,0.003403879792615625,HIGH
27547,2022-03-07 17:45:00,LONG,38585.8,37821.8,38.50537341650432,0.61,0.918,-0.00011660961433313552,2022,-0.01980003006287287,Q3
27571,2022-03-07 23:45:00,SHORT,37963.8,38678.5,31.672544932473933,0.78,0.974,-0.009863856867143004,2022,-0.018825828815871883,Q2
27631,2022-03-08 14:45:00,LONG,38752.3,38668.3,14.731678055101508,0.055,0.866,0.003945595854922355,2022,-0.0021676132771474206,LOW
27659,2022-03-08 21:45:00,LONG,38485.8,39187.3,25.654289539261477,0.445,0.34,-0.006284663767906236,2022,0.018227502091680566,LOW
27683,2022-03-09 03:45:00,SHORT,41198.5,41773.8,84.97158035621852,1.0,0.85,0.03567814878359949,2022,-0.013964100634731918,HIGH
27707,2022-03-09 09:45:00,SHORT,42006.1,41865.0,70.95174999822373,0.535,0.556,0.039643008735445566,2022,0.0033590359495406273,HIGH
27746,2022-03-09 19:30:00,LONG,42107.0,42016.7,34.47110161594398,0.2,0.296,0.00020309536336855422,2022,-0.002144536537867882,Q2
27770,2022-03-10 01:30:00,LONG,41350.0,39183.9,13.98534236770348,0.155,0.436,-0.013297221841089548,2022,-0.05238452237001206,LOW
27794,2022-03-10 07:30:00,LONG,39328.9,39063.7,90.82636568635463,0.88,0.896,-0.02866302209587919,2022,-0.006743132912438546,HIGH
27872,2022-03-11 03:00:00,LONG,38340.0,39035.1,55.54139045727637,0.795,0.7,-0.016159970233322,2022,0.018129890453834077,HIGH
27908,2022-03-11 12:00:00,SHORT,39933.6,38738.8,32.11335317316806,0.8,0.762,0.0187129863354765,2022,0.029919666646633303,Q2
27937,2022-03-11 19:15:00,LONG,38826.5,38842.6,54.60853070520989,0.565,0.238,-0.013831228783585982,2022,0.000414665241523149,HIGH
28013,2022-03-12 14:15:00,LONG,39011.8,39099.8,14.703997117135154,0.18,0.062,-0.0020502942421647984,2022,0.0022557277541666878,LOW
28088,2022-03-13 09:00:00,LONG,39079.0,38640.0,37.75168042371149,0.105,0.014,0.002443325744701318,2022,-0.011233654904168479,Q3
28142,2022-03-13 22:30:00,LONG,38570.9,38073.7,32.756442016114995,0.765,0.274,-0.0031594739637377674,2022,-0.012890547018607404,Q2
28188,2022-03-14 10:00:00,SHORT,39063.4,39086.0,63.3852590566646,0.86,0.542,0.017442965903260284,2022,-0.0005785466702846794,HIGH
28212,2022-03-14 16:00:00,LONG,38799.4,38821.3,22.616456327897957,0.42,0.732,0.003224330117622228,2022,0.000564441718170937,LOW
28236,2022-03-14 22:00:00,LONG,38923.9,38909.9,20.64732189153541,0.34,0.366,0.0020646848781141953,2022,-0.00035967618866557564,LOW
28260,2022-03-15 04:00:00,LONG,38756.2,38406.4,45.01960932543868,0.865,0.542,-0.011182691449055426,2022,-0.009025652669766274,Q3
28325,2022-03-15 20:15:00,SHORT,39570.3,39279.3,55.33949023897289,0.655,0.594,0.013047657937080126,2022,0.007354000348746408,HIGH
28349,2022-03-16 02:15:00,LONG,40982.8,39335.1,33.86688899243355,1.0,0.988,0.018846629061248583,2022,-0.04020467122792987,Q2
28415,2022-03-16 18:45:00,LONG,39915.9,40870.1,29.930906343453163,0.745,0.97,-0.007782942653309765,2022,0.02390526081085475,Q2
28505,2022-03-17 17:15:00,LONG,40753.2,40763.9,38.22052853979131,0.235,0.426,-0.005306243989592749,2022,0.0002625560692167576,Q3
28568,2022-03-18 09:00:00,LONG,40576.7,40486.3,54.29223593228296,0.075,0.116,-0.001085650701118782,2022,-0.002227879546636227,HIGH
28592,2022-03-18 15:00:00,LONG,40589.4,41663.4,27.784337440972454,0.545,0.43,0.002402937857014156,2022,0.026460110275096455,Q2
28616,2022-03-18 21:00:00,SHORT,41758.5,41907.8,85.94463295648181,0.775,0.592,0.013469729513269503,2022,-0.003575319994731681,HIGH
28691,2022-03-19 15:45:00,SHORT,41909.0,42008.4,23.382514084118135,0.27,0.21,0.0027671866457223806,2022,-0.0023718055787540016,LOW
28784,2022-03-20 15:00:00,LONG,41505.3,41264.6,55.584337038656706,0.665,0.55,-0.0022524579917785788,2022,-0.005799259371694804,HIGH
28808,2022-03-20 21:00:00,LONG,41230.4,41400.8,32.85643687213012,0.915,0.568,-0.004186818826797055,2022,0.004132872831697035,Q2
28856,2022-03-21 09:00:00,SHORT,41131.5,41295.0,32.56793512449546,0.835,0.414,0.004352523914463443,2022,-0.0039750556143102,Q2
28963,2022-03-22 11:45:00,SHORT,42977.0,42567.2,55.27007881653252,0.82,0.502,0.018778068429779922,2022,0.009535332852456033,HIGH
29017,2022-03-23 01:15:00,LONG,42105.1,41885.8,22.9750758014317,0.725,0.866,-0.009645961914797498,2022,-0.005208395182531229,LOW
29163,2022-03-24 13:45:00,LONG,42968.9,43790.5,22.562324827406602,0.12,0.504,-0.0010136588201103993,2022,0.019120805978277276,LOW
29230,2022-03-25 06:30:00,SHORT,44052.0,44146.0,36.65533348786586,0.13,0.018,-0.0009275869811239781,2022,-0.0021338418232997366,Q2
29256,2022-03-25 13:00:00,SHORT,44793.3,44138.7,50.49502853106919,0.92,0.61,0.012562856668147309,2022,0.014613792687745842,HIGH
29305,2022-03-26 01:15:00,LONG,44146.1,44400.5,17.826546850366473,0.525,0.122,-0.009533104484979054,2022,0.005762683453351518,LOW
29351,2022-03-26 12:45:00,LONG,44330.7,44281.5,31.421003817572576,0.16,0.064,0.0005721656639660571,2022,-0.0011098403589385481,Q2
29375,2022-03-26 18:45:00,LONG,44404.1,44345.6,42.93441297078995,0.395,0.048,0.0013553130073966837,2022,-0.0013174459115261879,Q3
29399,2022-03-27 00:45:00,LONG,44680.0,44565.6,16.14329951214706,0.81,0.106,0.005137042157040257,2022,-0.0025604297224709367,LOW
29446,2022-03-27 12:30:00,LONG,44480.8,44843.1,32.554852131429676,0.25,0.026,-0.005209806826759041,2022,0.008145087318573309,Q2
29537,2022-03-28 11:15:00,SHORT,47325.7,47674.4,32.33449951177782,0.695,0.428,0.003958497298421025,2022,-0.007368089642625558,Q2
29588,2022-03-29 00:00:00,LONG,47274.3,47391.4,40.65932698475734,0.9,0.844,-0.005327442007258894,2022,0.0024770329756336642,Q3
29612,2022-03-29 06:00:00,LONG,47584.1,47514.2,27.332268117237856,0.255,0.19,0.0011908894850349492,2022,-0.0014689780830151554,Q2
29679,2022-03-29 22:45:00,LONG,47330.6,47191.2,26.70862581532661,0.665,0.766,-0.003681678963488469,2022,-0.0029452404998035406,Q2
29764,2022-03-30 20:00:00,LONG,47075.3,47124.4,22.581208491460423,0.87,0.852,-0.003786960961183324,2022,0.0010430098161880762,LOW
29788,2022-03-31 02:00:00,SHORT,47332.1,47042.6,20.34845989599497,0.485,0.284,0.0016474708624091704,2022,0.006116356552952436,LOW
29812,2022-03-31 08:00:00,LONG,47177.4,47140.7,48.04695775121884,0.005,0.114,0.0013392961372661494,2022,-0.0007779148490591759,Q3
29854,2022-03-31 18:30:00,LONG,45911.5,45675.2,50.31542526328058,0.955,0.942,-0.01490574215447724,2022,-0.005146858630190756,HIGH
29878,2022-04-01 00:30:00,LONG,45609.9,44729.2,37.540583897657704,0.39,0.702,-0.01707462146191335,2022,-0.019309404317922302,Q3
30021,2022-04-02 12:15:00,LONG,46724.3,46339.7,22.679669969406195,0.07,0.322,0.0016614215766140442,2022,-0.008231262961671032,LOW
30045,2022-04-02 18:15:00,LONG,45847.1,46095.5,56.56962688932565,0.74,0.89,-0.009223341883869803,2022,0.005418008990754081,HIGH
30089,2022-04-03 05:15:00,SHORT,46256.4,46346.4,35.915415885127636,0.58,0.174,0.005573913043478293,2022,-0.0019456767063584714,Q2
30113,2022-04-03 11:15:00,LONG,46210.8,46467.6,32.62459799784927,0.215,0.152,0.003632430601028808,2022,0.005557142486171969,Q2
30202,2022-04-04 09:30:00,LONG,46031.9,46135.6,20.492194483179983,0.155,0.33,-0.012010774497494147,2022,0.002252785568268898,LOW
30235,2022-04-04 17:45:00,LONG,45373.0,46442.6,35.346489043534696,0.87,0.722,-0.008424664270026335,2022,0.023573490842571543,Q2
30314,2022-04-05 13:30:00,LONG,46502.1,46090.0,20.4690745310488,0.665,0.736,-0.004589384906831665,2022,-0.008861965373606753,LOW
30423,2022-04-06 16:45:00,LONG,43772.8,43861.3,59.2402760829145,0.94,0.992,-0.016642104884799315,2022,0.002021803494407486,HIGH
30453,2022-04-07 00:15:00,LONG,43442.5,43349.4,40.08974801587452,0.695,0.728,-0.013371185237757275,2022,-0.002143062669045256,Q3
30501,2022-04-07 12:15:00,SHORT,43764.0,43386.0,24.032442924180177,0.535,0.476,0.011031152899864853,2022,0.008637236084452975,LOW
30525,2022-04-07 18:15:00,LONG,43647.1,43507.6,29.876327503395657,0.555,0.664,0.004721237512085045,2022,-0.0031960886290269,Q2
30579,2022-04-08 07:45:00,LONG,43742.5,43289.8,17.86189508706952,0.16,0.228,0.006290682681125929,2022,-0.0103492027204663,LOW
30621,2022-04-08 18:15:00,LONG,42672.0,42263.2,32.45328695870135,0.995,0.844,-0.010691312830154863,2022,-0.009580052493438388,Q2
30645,2022-04-09 00:15:00,LONG,42316.6,42439.0,59.27536818997784,0.805,0.718,-0.01623619667557832,2022,0.002892481910172402,HIGH
30764,2022-04-10 06:00:00,LONG,42634.7,42514.0,27.00268673919423,0.22,0.022,0.00019002219271531263,2022,-0.002831027308741403,Q2
30788,2022-04-10 12:00:00,LONG,42765.1,42689.4,48.35012455644608,0.4,0.214,0.002603504239339421,2022,-0.0017701349932537768,Q3
30838,2022-04-11 00:30:00,LONG,42224.3,42200.9,60.90707641004072,0.99,0.962,-0.0070641297880994856,2022,-0.0005541832546661863,HIGH
30883,2022-04-11 11:45:00,LONG,41055.1,40575.7,62.92335231184783,0.965,0.846,-0.014679570640858753,2022,-0.011676990191230845,HIGH
30907,2022-04-11 17:45:00,LONG,40442.0,39368.4,49.12434932043359,0.825,0.902,-0.02016390364452413,2022,-0.026546659413481,Q3
30931,2022-04-11 23:45:00,LONG,39505.6,39719.8,47.064595824927714,0.735,0.962,-0.01761575570696776,2022,0.00542201611923384,Q3
31013,2022-04-12 20:15:00,LONG,39474.9,40054.2,32.550920057962664,0.805,0.702,-0.012189079625644327,2022,0.014675148005441322,Q2
31072,2022-04-13 11:00:00,LONG,39823.5,40881.3,19.804902653858782,0.17,0.404,-0.0037225778851855637,2022,0.026562205732796034,LOW
31096,2022-04-13 17:00:00,LONG,40988.2,41188.6,57.76946980976719,0.98,0.94,0.012046824344510884,2022,0.004889212017117157,HIGH
31149,2022-04-14 06:15:00,LONG,41243.4,41141.5,26.349782585728473,0.07,0.138,-0.0006505897105057165,2022,-0.0024706983420377917,LOW
31173,2022-04-14 12:15:00,LONG,41008.9,39921.1,48.52600445194597,0.435,0.456,-0.0033986451593304426,2022,-0.026525949245163924,Q3
31197,2022-04-14 18:15:00,LONG,39897.1,39948.0,57.119699077475104,0.84,0.584,-0.01607805854884404,2022,0.0012757819490640035,HIGH
31221,2022-04-15 00:15:00,LONG,40078.3,40137.7,24.462014375585323,0.3,0.268,-0.00808563296621698,2022,0.0014820987916152675,LOW
31245,2022-04-15 06:15:00,SHORT,40078.6,40231.1,51.297254784925535,0.305,0.136,0.004828761971619078,2022,-0.0038050231295504336,HIGH
31269,2022-04-15 12:15:00,LONG,40179.7,40262.2,27.80930284434491,0.15,0.252,0.0019862818126160486,2022,0.0020532756591014867,Q2
31315,2022-04-15 23:45:00,SHORT,40529.5,40417.2,29.38077332139167,0.36,0.028,0.003985771119137187,2022,0.002770821253654817,Q2
31339,2022-04-16 05:45:00,SHORT,40438.0,40313.4,19.978324053865254,0.085,0.012,-0.0008055230216502485,2022,0.0030812602008011905,LOW
31577,2022-04-18 17:15:00,SHORT,39857.2,40886.8,40.35896994305535,0.875,0.96,0.010784401988742632,2022,-0.02583222102907394,Q3
31748,2022-04-20 12:00:00,SHORT,41949.0,41174.0,72.86952640118848,0.85,0.872,0.006231829826429937,2022,0.018474814655891677,HIGH
31772,2022-04-20 18:00:00,LONG,41294.2,41494.0,63.03645577853836,0.725,0.762,-0.007052599939885853,2022,0.004838451889127357,HIGH
31796,2022-04-21 00:00:00,LONG,41431.0,41711.3,47.68960308679503,0.61,0.644,-0.0012631558647555757,2022,0.006765465472713739,Q3
31838,2022-04-21 10:30:00,SHORT,42248.3,42509.1,48.154358489238845,0.845,0.882,0.008818262136154227,2022,-0.006173029447338605,Q3
31862,2022-04-21 16:30:00,SHORT,41979.6,40690.2,43.45304454716095,0.8,0.834,-0.004798255179934604,2022,0.03071491867478493,Q3
31886,2022-04-21 22:30:00,LONG,40326.7,40534.7,71.48270156555672,1.0,0.98,-0.02351929875538774,2022,0.005157873071686997,HIGH
31951,2022-04-22 14:45:00,LONG,39848.7,39503.4,35.79672804158337,0.69,0.932,-0.010782450683352075,2022,-0.008665276408013201,Q2
31989,2022-04-23 00:15:00,SHORT,39647.4,39362.3,15.814641885953128,0.24,0.4,-0.005887338211031379,2022,0.0071908876748537996,LOW
32013,2022-04-23 06:15:00,LONG,39585.7,39552.4,24.393048744896543,0.1,0.27,0.0018994878596023004,2022,-0.000841212862220338,LOW
32041,2022-04-23 13:15:00,SHORT,39718.1,39724.6,21.53293692728231,0.26,0.082,0.005026638781663244,2022,-0.00016365334696271977,LOW
32130,2022-04-24 11:30:00,LONG,39577.5,39610.0,33.682296806251465,0.165,0.114,0.0010053682872697611,2022,0.0008211736466426632,Q2
32321,2022-04-26 11:15:00,LONG,40522.6,39135.9,17.853851356977184,0.31,0.424,0.0005580246913579887,2022,-0.03422041033892191,LOW
32346,2022-04-26 17:30:00,LONG,38391.3,38343.6,87.6018594170599,0.98,1.0,-0.024351008272023713,2022,-0.0012424689968822196,HIGH
32370,2022-04-26 23:30:00,LONG,38094.2,38341.9,36.294653628734594,0.48,0.838,-0.0269730422833089,2022,0.006502302187734731,Q2
32431,2022-04-27 14:45:00,LONG,38657.4,38779.5,24.932698784441715,0.62,0.934,-0.005625564292714472,2022,0.0031585155752843837,LOW
32507,2022-04-28 09:45:00,SHORT,39748.6,39085.7,47.25405665254612,0.555,0.502,0.00848808990702543,2022,0.01667731693694876,Q3
32558,2022-04-28 22:30:00,LONG,39693.1,39694.3,34.65151242393467,0.65,0.554,0.0018652572490106176,2022,3.0231954672332614e-05,Q2
32611,2022-04-29 11:45:00,LONG,38737.7,38988.1,65.85808612974871,0.94,0.628,-0.013196792826528672,2022,0.0064639872785426464,HIGH
32644,2022-04-29 20:00:00,LONG,38409.1,38594.5,56.41792401400886,0.82,0.658,-0.012359297758406815,2022,0.004826981106040013,HIGH
32713,2022-04-30 13:15:00,LONG,38587.4,38272.2,20.159019327228894,0.01,0.002,-0.0008001387943022208,2022,-0.00816846950040698,LOW
32737,2022-04-30 19:15:00,LONG,38342.7,37713.7,21.366769607005974,0.375,0.28,-0.0023417558485352317,2022,-0.016404687202518344,LOW
32761,2022-05-01 01:15:00,LONG,37590.5,38083.0,58.72870022809259,1.0,0.748,-0.01159175259358394,2022,0.013101714528936832,HIGH
32785,2022-05-01 07:15:00,SHORT,37919.3,37931.0,32.2705939441561,0.415,0.112,-2.637172529062823e-06,2022,-0.0003085499996043463,Q2
32809,2022-05-01 13:15:00,LONG,37974.7,38468.9,19.7820475417183,0.055,0.12,0.00583241732773569,2022,0.013013927693964781,LOW
32837,2022-05-01 20:15:00,LONG,37875.5,38661.6,54.563462207974,0.965,0.612,-0.007268142836174616,2022,0.02075484152024392,HIGH
32877,2022-05-02 06:15:00,SHORT,38975.6,38795.7,38.34942360303355,0.735,0.35,0.015253972388642838,2022,0.004615708289288721,Q3
32901,2022-05-02 12:15:00,LONG,38627.7,38786.1,49.613587174824104,0.66,0.478,-0.00309181237499201,2022,0.004100684224015446,Q3
32959,2022-05-03 02:45:00,LONG,38408.4,38470.0,24.31117333067192,0.275,0.268,-0.004197530224032519,2022,0.001603815831953389,LOW
32994,2022-05-03 11:30:00,LONG,38425.8,38307.6,25.000862284158227,0.26,0.162,-0.0019207916934524793,2022,-0.0030760582733477078,LOW
33018,2022-05-03 17:30:00,LONG,38196.3,37780.0,23.46501701179192,0.29,0.552,-0.0044037247248485826,2022,-0.010898961417729018,LOW
33042,2022-05-03 23:30:00,LONG,37731.1,38066.0,40.08048164985159,0.315,0.582,-0.008550444733488404,2022,0.00887596704045208,Q3
33066,2022-05-04 05:30:00,SHORT,38020.0,38983.0,60.8933653184308,0.115,0.032,0.0029002863356813583,2022,-0.025328774329300367,HIGH
33090,2022-05-04 11:30:00,SHORT,39017.9,38899.8,80.4101288787051,0.835,0.63,0.01705125281027015,2022,0.0030268158973188854,HIGH
33142,2022-05-05 00:30:00,LONG,39673.7,39744.7,39.707829787820586,0.295,0.112,0.008588857238371576,2022,0.0017895986509954959,Q3
33173,2022-05-05 08:15:00,LONG,39582.0,39514.1,14.736559273672961,0.31,0.186,-0.0036436406199852746,2022,-0.0017154262038300606,LOW
