i,ts,side,entry_px,fwd_close,adx_14,bb_width_rank,atr_rank,dist_from_mid,year,signed_ret,adx_bucket
873,2021-06-02 21:15:00,LONG,37778.48,37482.81,30.498420425960283,0.04,0.002,0.006299212388686533,2021,-0.007826413344316805,Q2
897,2021-06-03 03:15:00,LONG,37438.09,38596.99,13.938548090177092,0.055,0.044,-0.006725111211870537,2021,0.03095510481437492,LOW
921,2021-06-03 09:15:00,SHORT,39001.25,38844.1,71.02731387950683,0.725,0.164,0.021641738752314253,2021,0.004029358033396403,HIGH
945,2021-06-03 15:15:00,LONG,38534.9,38625.59,21.443497876316503,0.63,0.426,0.003317582929158735,2021,0.0023534510275099985,LOW
1010,2021-06-04 07:30:00,LONG,36688.55,36428.46,54.55095901426655,0.925,0.934,-0.029677593738065472,2021,-0.007089132713067259,HIGH
1034,2021-06-04 13:30:00,LONG,36815.8,37124.51,24.56050910278218,0.735,0.984,-0.0031023247262347954,2021,0.008385258503142649,LOW
1125,2021-06-05 12:15:00,LONG,35916.96,36122.74,65.4490630198111,1.0,1.0,-0.017326422846139507,2021,0.005729326758166583,HIGH
1160,2021-06-05 21:00:00,LONG,35725.91,35701.0,29.450622154111983,0.3,0.352,-0.02155134047475377,2021,-0.0006972530580747555,Q2
1233,2021-06-06 15:15:00,SHORT,36148.58,35837.99,23.251055878085744,0.44,0.526,0.004669185432808476,2021,0.008592038746750323,LOW
1257,2021-06-06 21:15:00,LONG,35949.15,36270.99,51.93487412278233,0.4,0.022,-0.0005342194453376955,2021,0.00895264561192675,HIGH
1281,2021-06-07 03:15:00,LONG,36559.02,36070.0,43.508732058894495,0.885,0.562,0.015220101230376346,2021,-0.013376179120775033,Q3
1338,2021-06-07 17:30:00,LONG,35682.52,33967.01,50.633442755083195,0.805,0.45,-0.01404990190931456,2021,-0.04807704164391963,HIGH
1362,2021-06-07 23:30:00,LONG,33668.26,32737.89,68.6746019608235,1.0,0.992,-0.04220926263086021,2021,-0.027633444674598644,HIGH
1440,2021-06-08 19:00:00,SHORT,32715.88,33557.1,43.91725481269215,0.75,0.852,0.017300642111973165,2021,-0.025712895389028125,Q3
1465,2021-06-09 01:15:00,LONG,32998.22,33536.7,42.64703877050473,0.51,0.578,0.017912368132750427,2021,0.016318455965200422,Q3
1489,2021-06-09 07:15:00,LONG,34128.48,34552.95,45.030041400699886,0.88,0.862,0.020603776970349534,2021,0.01243741297590733,Q3
1555,2021-06-09 23:45:00,SHORT,37368.45,36948.46,38.423564465255744,0.655,0.58,0.03828202070787537,2021,0.011239160307692666,Q3
1579,2021-06-10 05:45:00,LONG,36807.83,37404.26,10.05361451135184,0.185,0.468,0.004146132199908151,2021,0.016203889226830276,LOW
1760,2021-06-12 03:00:00,LONG,35743.71,35414.22,35.85387205360415,0.965,0.77,-0.01919707359223504,2021,-0.009218125370869391,Q2
1784,2021-06-12 09:00:00,LONG,35285.71,35874.79,20.32677056137287,0.005,0.144,-0.026347685252699652,2021,0.01669457692646688,LOW
