entry_ts,side,entry_px,tp1_px,exit_ts,exit_px,pnl_pct_pos,bars_held,reason,bal_after
2026-05-01 13:15:00,SHORT,78254.14604,78123.72246326668,2026-05-01 13:45:00,78217.61700462853,0.002600200000000111,6,TP1+LOCK,4891.1505000854795
2026-05-02 00:30:00,SHORT,78247.44738000001,,2026-05-02 04:30:00,78235.644,-0.00014745948672202766,48,TIME,4890.429253543257
2026-05-02 19:15:00,SHORT,78402.11644,,2026-05-02 21:35:00,78679.18951949896,-0.01120200000000019,28,SL,4835.646665045065
2026-05-03 08:10:00,SHORT,78393.61814,,2026-05-03 11:40:00,78670.66118650677,-0.011202000000000076,42,SL,4781.47775110323
2026-05-03 12:15:00,SHORT,78722.55234000001,78591.34808610001,2026-05-03 13:30:00,78621.22824428571,0.003830655689554107,15,TP1+TRAIL,4799.793946054971
2026-05-03 13:40:00,SHORT,78566.2836,,2026-05-03 17:40:00,78784.75379999999,-0.008942135709725595,48,TIME,4756.873537210628
2026-05-04 02:45:00,SHORT,80083.88002,,2026-05-04 02:55:00,80366.89645199069,-0.011202000000000404,2,SL,4703.587039846792
2026-05-04 14:00:00,LONG,78589.61477999999,78720.59747129999,2026-05-04 15:00:00,80081.99468285714,0.030384296055557383,12,TP1+TRAIL,4846.50222098858
2026-05-04 21:55:00,SHORT,80200.85661999999,80067.18852563332,2026-05-04 22:50:00,80163.41886012978,0.002600200000000037,11,TP1+LOCK,4859.104096063595
2026-05-05 01:25:00,SHORT,80202.9562,,2026-05-05 02:00:00,80486.39344721081,-0.011202000000000299,7,SL,4804.672411979489
2026-05-05 02:10:00,SHORT,80393.81801999999,,2026-05-05 02:35:00,80677.92977288268,-0.011202000000000267,5,SL,4750.850471620493
2026-05-05 02:45:00,SHORT,80498.19714,,2026-05-05 03:20:00,80782.67776869277,-0.011202000000000122,7,SL,4697.6314446374
2026-05-05 05:40:00,SHORT,80971.90238000001,80836.94920936668,2026-05-05 06:50:00,80894.07200785715,0.0033418033266208874,14,TP1+TRAIL,4713.330005026328
2026-05-05 07:00:00,SHORT,80889.3189,80754.5033685,2026-05-05 08:50:00,80790.8620842857,0.0037257691569145554,22,TP1+TRAIL,4730.890784585415
2026-05-05 11:40:00,SHORT,80974.10194000001,80839.14510343334,2026-05-05 11:55:00,80936.3032292144,0.0026002000000001383,3,TP1+LOCK,4743.192046803494
2026-05-05 12:05:00,SHORT,80961.20452,,2026-05-05 12:30:00,81247.32141677369,-0.011202000000000314,5,SL,4690.0588094952
2026-05-05 12:40:00,SHORT,81241.64842,,2026-05-05 13:05:00,81528.75640551628,-0.011202000000000094,5,SL,4637.520770711235
2026-05-05 13:15:00,SHORT,81496.09752,81360.2706908,2026-05-05 13:30:00,81458.05514167766,0.00260020000000002,3,TP1+LOCK,4649.579252219239
2026-05-05 13:40:00,SHORT,81346.62741999999,81211.04970763333,2026-05-05 14:00:00,81308.65481432033,0.002600200000000089,4,TP1+LOCK,4661.66908819086
2026-05-05 14:10:00,SHORT,81039.48886,80904.42304523333,2026-05-05 14:20:00,81001.65962660014,0.0026002000000001605,2,TP1+LOCK,4673.790360153974
2026-05-06 09:00:00,SHORT,81761.24448000001,81624.9757392,2026-05-06 09:25:00,81723.07833107674,0.0026002000000001162,5,TP1+LOCK,4685.943149848446
2026-05-06 09:35:00,SHORT,81963.00412,81826.39911313333,2026-05-06 09:50:00,81924.74378967678,0.002600200000000017,3,TP1+LOCK,4698.1275392266825
2026-05-06 10:55:00,SHORT,82225.65158,,2026-05-06 11:15:00,82516.23703268373,-0.011202000000000038,4,SL,4645.499114532265
2026-05-06 11:25:00,SHORT,82626.4714,82488.76061433333,2026-05-06 12:20:00,82392.42876214285,0.0061488073233358365,11,TP1+TRAIL,4674.063393508251
2026-05-06 12:30:00,SHORT,82373.62198000001,82236.33261003334,2026-05-06 12:55:00,82335.16997325975,0.0026002000000001236,5,TP1+LOCK,4686.216893144051
2026-05-06 21:55:00,SHORT,81478.30108,81342.50391153333,2026-05-06 22:45:00,81326.71923428572,0.004690592900902419,10,TP1+TRAIL,4708.1980288351215
2026-05-07 14:40:00,LONG,80132.0232,80265.576572,2026-05-07 14:55:00,80169.40745989024,0.0025998000000001967,3,TP1+LOCK,4720.438402070488
2026-05-07 15:05:00,LONG,80249.74674,,2026-05-07 15:15:00,79966.25113468316,-0.011198000000000095,2,SL,4667.578932844102
